state,municipio,SALARIOS,rural_wage_clause,rural_wage_min_reis,rural_wage_max_reis,rural_wage_period,carpinteiro_wage_clause,carpinteiro_wage_min_reis,carpinteiro_wage_max_reis,carpinteiro_wage_period,JUROS,juros_lower_bound,juros_upper_bound,juros_period,TERRAS,land_price_text,land_price_lower_bound_reis,land_price_upper_bound_reis,land_price_unit,land_price_not_per_hectare
SE,Villa Nova,"Trabalhador rural, 1$000 a 1$500 diários; administrador de fazenda, 700$000 a 800$000, por anno; não há escrivães de fazenda; carpinteiro, 3$000 a 4$000 diários; cozinheira, 10$000 mensais; lavadeiras, 6$000 mensais. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 a 1$500 diários",1000,1500,daily,"carpinteiro, 3$000 a 4$000 diários",3000,4000,daily,Taxa de 12 *¹⁸ ao anno.,12,12,annual,"Qualidades - O município possui pequena porção de terras bôas, sendo as regulares e inferiores em maior quantidade. Há terras arenosas, argilosas e misturadas. Uma parte é plana e outra montanhosa. São poucas as pedregosas. A vegetação é representada por pouca matta virgem, algumas capoeiras, cerrados, carrascaes e campos. Preços — Custa 200$000 o hectare de terra bôa, havendo preços bem inferiores.","Preços — Custa 200$000 o hectare de terra bôa, havendo preços bem inferiores.",200000,200000,hectare,0
SP,Amparo,"Trabalhador rural, 608000 menseas; colonos, 28000 diarios ou 158000 por mil pés de café, capinados, e 500 réis por alqueire de café colhido; administrador de fazenda, 1:5008000 a 5:0008000 annuaes; escrivão de fazenda, 1:0008000 a 1:2008000 annuaes; carpinteiro, 48000 a 58000 diarios; cozinheiro, 258000 e lavadeira, 500 réis por duzia de roupa lavada. Os salarios são pagos e os contratos cumpridos.","Trabalhador rural, 608000 menseas",2000,,,"carpinteiro, 48000 a 58000 diarios",4000,5000,daily,"Taxa de 12 por cento, anual.",12,12,annual,"Qualidades - As terras podem ser, mais ou menos, assim divididas: bóas, na quase totalidade; regulares, nas partes arenosas; inferiores, em muito pequena quantidade. Ora são argilosas, ora arenosas e misturadas, sendo os bairros de terra branca quase todos arenosos. O município é montanhoso e geralmente pedregoso. O terreno é seco na parte arenosa e nos altos espigões; pantanoso em certas baixadas e próximo ao curso d'água. A vegetação acha-se em pequena quantidade de mattas virgens e capoeiras, não existindo cerrados, carrascaes e campos. (Vide nota). "" Preços — Um hectare de terra boa custa de 2008000 a 4008000, approximadamente.","Preços — Um hectare de terra boa custa de 2008000 a 4008000, approximadamente.",200000,400000,hectare,0
SP,Annápolis,"Um trabalhador rural ganha 2$000 a 2$500 e mais, diarios; um administrador de fazenda, 1:000$000 a 2:000$000 annuaes; um escrivão de fazenda, 500$000 a 1:000$000 annuaes; um carpinteiro, 5$000 diarios; uma cozinheira, 20$000 mensae; uma lavadeira, 15$000 a 25$000 mensae. Os salarios são pagos e os contractos cumpridos.","Um trabalhador rural ganha 2$000 a 2$500 e mais, diarios",2000,2500,daily,"um carpinteiro, 5$000 diarios",5000,,daily,A taxa é de doze por cento ao ano.,12,12,annual,"Qualidades: As terras do município podem ser mais ou menos assim divididas: entre boas e regulares, quatro partes; inferiores, seis partes. Arenosas na maior parte. Egualmente planas e montanhosas. Mattas, quase não ha. A vegetação acha-se na maior parte em cerrado e capoeiras. Preço: um hectare de terra boa custa 60$000, mais ou menos.",,,,,
SP,Araraquara,"Um trabalhador rural ganha 28500 a 28800 diarios; os colonos ganham 1008000 a 1308000 annuaes, pelo trato de mil pés de café; um administrador de fazenda, até 3:0008000 annuaes; um escrivão de fazenda, até 1:5008000 annuaes; um carpinteiro, 68000 a 78000 diarios; um cosinheiro, 508000 mensões; uma cozinheira, 308000 mensões; uma lavadeira, 308000 mensões. Os salarios são pagos e os contractos cumpridos.",Um trabalhador rural ganha 28500 a 28800 diarios,2500,2800,daily,"um carpinteiro, 68000 a 78000 diarios",6000,7000,daily,A taxa é de 12% ao anno.,12,12,annual,"qualidades - As terras podem ser mais ou menos assim divididas: bóas, 4 partes; regulares, 2 partes; inferiores, 4 partes; achando-se as argilosas, misturadas e arenosas, mais ou menos na mesma proporção. "" Preços — Um hectare de terra boa, custa mais ou menos 2008000.","Preços — Um hectare de terra boa, custa mais ou menos 2008000.",200000,200000,hectare,0
SP,Anhemby,"O trabalhador rural ganha 18500 a 28000 diários; não há administradores, nem escrivães de fazenda; os carpinteiros trabalham por obra de empreitada; um cozinheiro ganha 258000 a 308000 mensões; as lavadeiras cobram por dúzia de peças de roupa lavada. Os salários são pagos e os contratos cumpridos.",O trabalhador rural ganha 18500 a 28000 diários,1500,2000,daily,os carpinteiros trabalham por obra de empreitada,,,,A taxa é de 12% ao anno.,12,12,annual,"Qualidades - As terras do município podem ser mais ou menos assim divididas: bôas e regulares na maior parte; inferiores muito menos. São mais argilosas que arenosas. Mattas, pequena parte; capoeiras, cerrados e carrascaes, a maior parte. Preços - O hectare de terra bôa custa 308000 a 608000, aproximadamente.","Preços - O hectare de terra bôa custa 308000 a 608000, aproximadamente.",30000,60000,hectare,0
SP,Aréas,"Um cozinheiro, 158000 e lavadeira, 58000 mensajes; um carpinteiro, 38500, diários; um administrador de fazenda, 2508000; escrivão, não há. O salário diário do trabalhador rural, seja camarada ou colono, é de 18300 a séc. e 800 réis, com comida. Os salários são pagos e os contratos cumpridos.","O salário diário do trabalhador rural, seja camarada ou colono, é de 18300 a séc",1300,,daily,"um carpinteiro, 38500, diários",3500,,daily,10 *1* ao anno.,1,10,annual,"Qualidades - As terras do município podem ser, mais ou menos, assim divididas: boas, metade; as regulares são menos que as inferiores. Misturadas e montanhosas, na maior parte. Preços — Um hectare de terra boa custa 408000, mais ou menos.","Preços — Um hectare de terra boa custa 408000, mais ou menos.",40000,40000,hectare,0
SP,Angatuba,"Um trabalhador rural, seja colono ou camarada, ganha 28000 a 28500 diarios; um administrador de fazenda, 2008000 mensões; um escrivão de fazenda, 1008000 mensões; um carpinteiro, 68000 a 78000; um cozinheiro, 208000 a 258000 mensões; as lavadeiras cobram 500 réis por duzia de peças de roupa lavada. Os salarios são pagos e os contractos cumpridos.","Um trabalhador rural, seja colono ou camarada, ganha 28000 a 28500 diarios",2000,2500,daily,"um carpinteiro, 68000 a 78000",6000,7000,,A taxa é de 18% ao anno.,18,18,annual,"Qualidades - As terras do município podem ser, mais ou menos, assim divididas: bôas, metade; regulares, mais que as inferiores. São na maior parte arenosas, sendo egualmente planas e montanhosas, com muitos campos. Preços - Um hectare de terra custa 808000, approximadamente.","Preços - Um hectare de terra custa 808000, approximadamente.",80000,80000,hectare,0
SP,Apiahy,"Um trabalhador rural ganha 18500 a 28000 diários; não há administradores e escrivães de fazendas; uma cozinheira ou lavadeira ganha 108000 mensais; um carpinteiro, 48000 diários. Os salários são pagos e os contratos cumpridos.",Um trabalhador rural ganha 18500 a 28000 diários,1500,2000,daily,"um carpinteiro, 48000 diários",4000,,daily,Não há empréstimos.,,,,"Qualidades - A maior parte das terras do município é bôa, prestando-se, devido à variedade de clima, a quase todas as culturas. Existem também terrenos de massapé misturado e massapé preto, que são muito férteis. A maior parte do município é constituída por terrenos montanhosos, de origem granítica. A vegetação acha-se em matas virgens e capoeiras, que ocupam a maior parte do município; há poucos cerrados, carrascaes e campos. Preços - Um hectare de terra bôa custa de 68000 a 78000 mais ou menos.",Preços - Um hectare de terra bôa custa de 68000 a 78000 mais ou menos.,6000,7000,hectare,0
SP,Araçariguama,"Um trabalhador rural ganha 2$000 a secco e 1$500 com comida; administradores e escrivães de fazenda, não há; um carpinteiro, 4$500 diários; cozinheira, 10$000 mensajes; lavadeira, cobra 400 réis por duzia de roupa lavada (sem sabão). Os salários são pagos e os contratos cumpridos.",Um trabalhador rural ganha 2$000 a secco e 1$500 com comida,1500,2000,,"um carpinteiro, 4$500 diários",4500,,daily,Não ha taxa fixa.,,,,"Qualidades - As terras do município podem ser, mais ou menos, assim divididas: bôas, uma parte; regulares, a maior parte; inferiores, menos que as regulares. Geralmente argilhosas e montanhosas. Preços — Um hectare de terra bôa custa 82$000, mais ou menos.","Preços — Um hectare de terra bôa custa 82$000, mais ou menos.",82000,82000,hectare,0
SP,Atibaia,"Um trabalhador rural ganha 2$000 a secco ou 1$200 com comida; um administrador de fazenda 150$000 mensaes; não ha escrivães de fazenda; um carpinteiro, 4$000 diarios; uma cozinheira, 25$000 mensaes; as lavadeiras cobram 500 réis por duzia de roupa lavada (sem sabão). Os salarios são pagos e os contractos cumpridos.",Um trabalhador rural ganha 2$000 a secco ou 1$200 com comida,1200,2000,,"um carpinteiro, 4$000 diarios",4000,,daily,A taxa é de 10% ao anno.,10,10,annual,"Qualidades - Mais ou menos são: bóas e regulares, metade; inferiores, metade. Na maior parte, argilosas e montanhosas. Em mattas, pequena parte; em capoeiras, grande parte. Preços - Um hectare de terra bóa custa 83$000, approxi-madamente.","Preços - Um hectare de terra bóa custa 83$000, approxi-madamente.",83000,83000,hectare,0
SP,Avaré,"Trabalhador rural ganha 18500 a 28000 por dia; administrador de fazenda, 2008000 mensais; escrivão de fazenda, 508000; carpinteiro, 48000 a 68000 por dia; cozinheiro, 308000 a 508000 mensais; lavadeira, por peça ou por duzia de peças de roupa. Os salários são pagos e os contratos cumpridos.",Trabalhador rural ganha 18500 a 28000 por dia,1500,2000,daily,"carpinteiro, 48000 a 68000 por dia",4000,6000,daily,"Taxa, geralmente, de 12 a 18"".",12,18,annual,"As terras podem ser, mais ou menos, assim divididas: bóas, um terço; regulares, um terço e inferiores, um terço. São geralmente misturadas e planas. Não há preço estabelecido, variando de 100$000 a 150$000 para as terras bóas. As terras baixas de 60$000 a 80$000 o hectare; os campos de 30$000 a 40$000 o hectare.",,,,,
SP,Araras,"Um trabalhador rural ganha 60.000 mensaes; colono, 60.000 a 70.000 annuaes, pelo trato de mil pés de cafeiros, e 2.000 diários, quando em serviço exclusivo do patrão; um administrador de fazenda, 1.500.000 a 12.000.000 annuaes; um escrivão de fazenda, 1.000.000 a 2.500.000 annuaes; um carpinteiro, 4.500 diários; um cozinheiro, 20.000 a 30.000 mensaes; as lavadeiras cobram 500 réis por duzia de peças de roupa lavada. Os salários são pagos e os contractos cumpridos.",Um trabalhador rural ganha 60.000 mensaes,2000,,,"um carpinteiro, 4.500 diários",4500,,daily,"A taxa é de 12% ao anno, capitalisados semestralmente.",12,12,annual,"As terras podem ser, mais ou menos, assim divididas: bôas, metade; regulares e inferiores, quase em partes eguais. Geralmente planas. Pouca matta. Preços - Um alqueire de terra bôa custa 300.000 a 500.000, approximadamente.","Preços - Um alqueire de terra bôa custa 300.000 a 500.000, approximadamente.",300000,500000,alqueire,1
SP,Bananal,Um trabalhador rural ganha 1$000 diarios com comida ou 1$500 a secco; administrador de fazenda 1:200$000 a 2:000$000 annuaes; escrivães de fazenda não ha; carpinteiro 5$000 diarios; cozinheira 15$000 mensais; a lavagem de roupa é feita pelas próprias cozinheiras. Os salarios são pagos e os contractos cumpridos., administrador de fazenda 1:200$000 a 2:000$000 annuaes,1000,1500,,carpinteiro 5$000 diarios,5000,,daily,Taxa de 12 “J” annuães.,12,12,annual,"Qualidades - As terras podem ser, mais ou menos, assim divididas; bôas, na maior parte; as regularaes são mais do que as inferiores. Argilosas, quasi todas. Em mattas, a maior parte. ” Preços — Um hectare de terra bôa custa 82$000, mais ou menos, sendo em matta virgem 165$000 approximadamente.","Preços — Um hectare de terra bôa custa 82$000, mais ou menos, sendo em matta virgem 165$000 approximadamente.",82000,165000,hectare,0
SP,Bebedouro,"Um camarada ou trabalhador rural ganha 2$000 a 3$000 diarios; os colonos ganham de 100$000 a 150$000 annuaes, pelo trato de cada mil pés de café e 18$000 por cada capina de mil pés de café; um administrador de fazenda ganha 2.000$000 annuaes; um escrivão de fazenda 1.000$000 annuaes; um carpinteiro 7$000 diarios; um cozinheiro 60$000 mensas; uma lavadeira 30$000 mensas. Os salarios são pagos e os contractos cumpridos.",Um camarada ou trabalhador rural ganha 2$000 a 3$000 diarios,2000,3000,daily,um carpinteiro 7$000 diarios,7000,,daily,A taxa é de 12 % ao anno.,12,12,annual,"Qualidades - As terras podem ser mais ou menos assim divididas: bôas, metade; regulares, mais que as inferiores. Planas, na maior parte, bem como na maior parte arenosas. Mattas, bôa parte. Preços - Um hectare de terra bôa custa 70$000, aproximadamente.","Preços - Um hectare de terra bôa custa 70$000, aproximadamente.",70000,70000,hectare,0
SP,Botucatú,"Um trabalhador rural ganha 28500 diarios; um administrador de fazenda, 2:5008000 annuaes; um escrivão de fazenda, 8008000 annuaes; um carpinteiro de 58000 a 68000 diarios; um cozinheiro, 258000 a 3080000 mensões; uma lavadeira para lavar e engomar, 5080000 mensões. Os salarios são pagos e os contractos cumpridos.",Um trabalhador rural ganha 28500 diarios,2500,,daily,um carpinteiro de 58000 a 68000 diarios,5000,6000,daily,De 12 c° a 20 c° ao anno.,12,20,annual,"Podem ser, mais ou menos, assim divididas; as boas mais que as regulares; as inferiores, na maior parte. Preços — Um hectare de terras boas custa mais ou menos 1208000.",Preços — Um hectare de terras boas custa mais ou menos 1208000.,120000,120000,hectare,0
SP,Brotas,"Trabalhador rural, 2$200 e mais diarios; colonos, 100$000 annuaes para tratar de mil pés de café; administrador de fazenda, 3:000$000 annuaes; escrivão de fazenda, 1:000$000 annuaes, carpinteiros, 4$000 diarios; cozinheiro, 40$000 mensaes; lavadeiras, 500 réis por duzia de roupa lavada. Os salarios são pagos e os contractos cumpridos.","Trabalhador rural, 2$200 e mais diarios",2200,,daily,"escrivão de fazenda, 1:000$000 annuaes, carpinteiros, 4$000 diarios",4000,1000000,daily,,,,,"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas, pequena parte; regulares, mais do que as bôas; inferiores, na maior parte. Geralmente misturadas. Ponca matta, muita capoeira. "" Preços — Um hectare de terra bôa, custa 70$000, approximadamente.","Preços — Um hectare de terra bôa, custa 70$000, approximadamente.",70000,70000,hectare,0
SP,Bom Successo,"Um trabalhador rural ganha 18000 a 28500 diários; um administrador de fazenda 1508000 mensões; um escrivão de fazenda, 708000 a 1008000 mensões; um carpinteiro, 58000 diários; uma cozinheira, 308000 mensões; uma lavadeira, 158000 mensões. Os salários são pagos e os contractos cumpridos.",Um trabalhador rural ganha 18000 a 28500 diários,1000,2500,daily,"um carpinteiro, 58000 diários",5000,,daily,A taxa é de 12 a 18 *l* annuaes.,12,18,annual,"Qualidades - As terras podem ser, mais ou menos assim divididas: bôas, a maior parte: regulares, menos; inferiores, menos que as regulares. Aarenosas e misturadas, na maior parte. Geralmente planas. Em mattas, boa parte; em capeeiras, a maior parte. Preços - Terras bôas, altas, custam de 808000 a 1008000 o hectare; baixas, de 508000 a 708000 e campos, 308000 a 408000. As terras altas, têm importância para a cultura do café, que, não se desenvolve nas terras baixas, onde cahem as geadas, todos os annos, matando os cafeiros, queimando-os pelo frio.","Preços - Terras bôas, altas, custam de 808000 a 1008000 o hectare; baixas, de 508000 a 708000 e campos, 308000 a 408000. As terras altas, têm importância para a cultura do café, que, não se desenvolve nas terras baixas, onde cahem as geadas, todos os annos, matando os cafeiros, queimando-os pelo frio.",30000,100000,hectare,0
SP,Batataes,"Um trabalhador rural ganha 35000 diários; um administrador de fazenda, de 1005000 a 3005000 mensais; um escrivão de fazenda, de 805000 a 1505000 mensais; um carpinteiro, 65000 diários; um cozinheiro, 305000 mensais; uma lavadeira, 305000 mensais. Os salários são pagos e os contratos cumpridos.",Um trabalhador rural ganha 35000 diários,3500,,daily,"um carpinteiro, 65000 diários",65000,,daily,Taxa de 12 ªºs annuaes.,12,12,annual,"Qualidades - As terras podem ser, mais ou menos assim divididas: bóas e regulares, em partes eguais; inferiores, na maior parte; em mattas, grande parte; montanhosas e planas quase egualmente. Preços — Um hectare de terra boa custa de 2005000 a 2505000.",Preços — Um hectare de terra boa custa de 2005000 a 2505000.,200000,250000,hectare,0
SP,Barretos,O trabalhador rural ganha 28000 diários e mais; os colonos ganham 208000 pela capina de 1.000 cafeeiros; um administrador de fazenda 1.500.000 annuães; um escrivão de fazenda 800.000 annuães; um carpinteiro 68000 diários; uma cozinheira 608000 mensais; uma lavadeira 308000 mensais. Os salários são pagos e contratos cumpridos., os colonos ganham 208000 pela capina de 1.000 cafeeiros,2000,,,um carpinteiro 68000 diários,6000,,daily,A taxa usual é de 12 % ao ano.,12,12,annual,"Qualidades - As terras podem ser mais ou menos assim divididas; boas, na maior parte; regulares, muito mais que as inferiores. Geralmente arenosas e planas. Em matas boa parte: em campos e pastos, a maior parte. Preços - O hectare de terra boa custa 408000 e mais.",Preços - O hectare de terra boa custa 408000 e mais.,40000,40000,hectare,0
SP,Bragança,"Trabalhador rural, 1$500 por dia a secco, e 1$000 com comida; um administrador de fazenda, 100$000 e mais por mez; não há escrivães; carpinteiros, 4$000 e 5$000 por dia; cozinheiro, 20$000 e 30$000 por mez; lavadeira, 15$000 por mez. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$500 por dia a secco, e 1$000 com comida",1000,1500,daily,"carpinteiros, 4$000 e 5$000 por dia",4000,5000,daily,"Taxa de 18 *!"" ao anno.",18,18,annual,"Qualidades - As terras podem ser divididas mais ou menos assim: boas, a maior parte; as regulares são mais que as inferiores. Geralmente argilosas e montanhosas. Pouca matta. - Preços — Um hectare de terra boa custa, na média, 300$000, mais ou menos.","Preços — Um hectare de terra boa custa, na média, 300$000, mais ou menos.",300000,300000,hectare,0
SP,Bôa Esperança,"Um trabalhador rural ganha 2$500 a 2$800 diarios; um administrador de fazenda, 1:500$000 a 4:000$0000 annuaes; um escrivão de fazenda, 1$200 annuaes; um carpinteiro, 5$000 diarios; um cozinheiro, 60$000 e cozinheira, 30$000 mensões; uma lavadeira, 25$000 mensões. Os salários são pagos e os contractos cumpridos.",Um trabalhador rural ganha 2$500 a 2$800 diarios,2500,2800,daily,"um carpinteiro, 5$000 diarios",5000,,daily,De 8 *1* a 12 *1* ao anno.,1,8,annual,"Qualidades - Mais ou menos, são assim: as bóas, mais que as regulares; as regulares, menos que as inferiores; as inferiores, eguães às bóas; são egualmente quase argilhosas e arenosas, e na maior parte, planas. Poucas mattas; cerrados, 15 por cento talvez; campos e cultura, 35 por cento, mais ou menos. Preços - Um hectare de terra boa custa, mais ou menos, 200$000, sendo este preço estabelecido no acto da compra.","Preços - Um hectare de terra boa custa, mais ou menos, 200$000, sendo este preço estabelecido no acto da compra.",200000,200000,hectare,0
SP,Buquira,"Um trabalhador rural ganha 1$000 diarios com alimentação ou 1$500 sem alimentação; um administrador de fazenda, 60$000 mensões; escrivães de fazenda não ha; um carpinteiro 5$000 diarios; um cosinheiro 15$000 mensões; uma lavadeira 10$000 mensões. Os salarios são pagos e os contractos cumpridos. bôas, menos que as regulares; regulares, e guaes às inferiores. No geral, argilosas e montanhosas. Alguma matta. geral argilosas e montanhosas. Alguma matta. "" Preços — O custo de transporte ao mercado local é de oito réis por litro de cereal. Para a estação de embarque o transporte custa 20 réis por kilo de cereais ou outra mercadoria agrícola.",Um trabalhador rural ganha 1$000 diarios com alimentação ou 1$500 sem alimentação,1000,1500,daily,um carpinteiro 5$000 diarios,5000,,daily,A taxa é de 18 % ao anno.,18,18,annual,,,,,,
SP,Bocaina,"Um trabalhador rural ganha 1$000 diarios, com alimentação ou 1$500, sem alimentação; um administrador de fazenda, 100$000 mensais; não ha escrivães de fazenda; um carpinteiro, 4$000 diarios; uma cozinheira, 12$000 mensais; uma lavadeira, 10$000 mensais. Os salarios são pagos e os contratos cumpridos.","Um trabalhador rural ganha 1$000 diarios, com alimentação ou 1$500, sem alimentação",1000,1500,daily,"um carpinteiro, 4$000 diarios",4000,,daily,,,,,"Qualidades - As terras podem ser divididas, mais ou menos assim: bôas, a maior parte; regulares, muito mais que as inferiores. Argilhosas, bôa parte; misturadas, na maior parte. Geralmente planas, ou mais planas do que montanhosas. Muito pouca matta. Preços - Um hectare de terra bôa custa 62$000 approximadamente.",Preços - Um hectare de terra bôa custa 62$000 approximadamente.,62000,62000,hectare,0
SP,Bariry,"Um trabalhador rural ganha 35000 diários; sendo colonos 1005000 a 1505000 annuaes pelo trato de cada mil pés de café e 600 réis por alqueire de café colhido. Um administrador de fazenda, 2:0005000 a 5:0005000 annuaes; um escrivão, de 1:0005000 a 1:2005000 annuaes; um carpinteiro, 85000 diários; um cozinheiro, 605000 mensaes, cozinheira, 405000; uma lavadeira, cobra 800 réis por duzia de peças a lavar. Os salários são pagos e os contractos cumpridos.",Um trabalhador rural ganha 35000 diários,3500,,daily,"um carpinteiro, 85000 diários",85000,,daily,A taxa usual é de 12 *|* ao anno.,12,12,annual,"Qualidades - As terras podem ser, mais ou menos, assim divididas: bóas, muito mais que as inferiores; regulares, na maior parte. Planas, quase todas; arenosas, menos que argilosas; misturadas, na maior parte. Em mattas, boa parte. "" Preços — Um hectare de terra boa custa, approximadamente, 2005000 e muito mais.","Preços — Um hectare de terra boa custa, approximadamente, 2005000 e muito mais.",200000,200000,hectare,0
SP,Baurú,"Um trabalhador rural ganha 25000 diarios; um administrador de fazenda, 20050000 mensajes; um escrivão de fazenda, 100500000 mensões; um carpinteiro, 55000 a 65000 diarios; um cozinheiro ganha 505000 a 60500000 mensões; uma lavadeira, 355000 a 40500000 mensões. Os contratos são cumpridos e os salários são pagos.",Um trabalhador rural ganha 25000 diarios,2500,,daily,"um carpinteiro, 55000 a 65000 diarios",55000,65000,daily,18 *|* ao anno.,18,18,annual,"Qualidades - Em sua maioria as terras são de boa qualidade; planas, arenosas e argilosas. Possue grande quantidade de mattas, capoeiras e alguns campos. Preços — Um hectare de terra boa, alta, custa 1005000 a 1505000, baixa, 605000 a 805000.","Preços — Um hectare de terra boa, alta, custa 1005000 a 1505000, baixa, 605000 a 805000.",60000,150000,hectare,0
SP,Capivary,"Um trabalhador rural ganha 28000 diarios e mais; os colonos ganham 608000 por anno pelo trato de mil cafeeiros; um administrador de fazenda ganha 1:2008000 a 2:5008000 annuaes; um escrivão de fazenda 8080000 mensaes. Um carpinteiro 48500 diarios; cozinheiro 508000 e lavadeira 2080000 mensaes. "" Os salarios são pagos e os contractos cumpridos.",Um trabalhador rural ganha 28000 diarios e mais,2000,,daily,Um carpinteiro 48500 diarios,4500,,daily,A taxa é de 12% ao anno.,12,12,annual,"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, a maior parte; regulares menor parte; inferiores, parte muito menor. A maior parte argillosas; em mattas bôa parte. Geralmente planas. "" Preços — Um hectare de terra bôa custa 2008000 e mais.",Preços — Um hectare de terra bôa custa 2008000 e mais.,200000,200000,hectare,0
SP,Cajurú,"Um trabalhador rural ganha 28000 diarios ou 308000 mensões; um administrador de fazenda, 3008000 mensões; um escrivão de fazenda, 1008000 mensões; um carpinteiro, 48000 diarios; um cozinheiro, 208000 mensões; uma lavadeira, 158000 mensões. Os salários são pagos e os contratos cumpridos.",Um trabalhador rural ganha 28000 diarios ou 308000 mensões,2000,,daily,"um carpinteiro, 48000 diarios",4000,,daily,A taxa é de 12% ao anno.,12,12,annual,"Qualidades - As terras podem ser mais ou menos assim divididas; bôas, pequena parte; regulares, mais do que as bôas; inferiores, a maior parte. No geral montanhosas. Pouca matta. Preços - Um hectare de terra bôa custa 758000, approximadamente.","Preços - Um hectare de terra bôa custa 758000, approximadamente.",75000,75000,hectare,0
SP,Capão Bonito,O trabalhador rural ganha 1$500 a 2$000 diarios; administradores e escrivães de fazenda não ha; um carpinteiro ganha 5$000 diarios; um cozinheiro 15$000 a 20$000 mensajes; as lavadeiras cobram 500 réis por duzia de peças. Os salarios são pagos e os contractos cumpridos., administradores e escrivães de fazenda não ha,1500,2000,,um carpinteiro ganha 5$000 diarios,5000,,daily,A taxa é de 18% annuaes.,18,18,annual,"Qualidades - Pódem ser, mais ou menos, assim divididas: bôas, a maior parte; regulares e inferiores, em partes quasi eguaes. Geralmente misturadas e planas. Pouca matta. Preços - Um hectare de terra boa custa 25$000, approximadamente.","Preços - Um hectare de terra boa custa 25$000, approximadamente.",25000,25000,hectare,0
SP,Campinas,"Camarada ganha 60$000 mensões; colono, 2$000 diarios ou 15$000 por mil cafeiros capinados; administrador de fazenda 3.000$000 a 6.000$000 annuões e muito mais; escrivão de fazenda, 1.200$000 annuões e mais; carpinteiro, 4$000 a 6$000 diarios; cosinheiro, de 30$000 a 60$000 mensões; lavadeira, 2$000 por duzia de roupa lavada. Os salarios são pagos e os contractos cumpridos.",-,2000,,,"carpinteiro, 4$000 a 6$000 diarios",4000,6000,daily,Taxa de 12 ª°ºs annuães.,12,12,annual,"Qualidades - O município, que abrange uma área de 57.730 alqueires, é composto quasi que totalmente de terras boas, existindo poucas regulares e inferiores. As terras são, ora misturadas (grande parte), ora argilosas ou arenosas. Em sua maioria são planas, sendo todavia, certa zona cafeira, mais ou menos accidentada. A parte accidentada da zona cafeira comprehende os bairros de Rocinha, Vallinhos, Cabras, Dr. Lacerda, Joaquim Egydio, Jaguary, Arraial dos Souzas, Tanquinho, Anhúmas e Carlos Gomes. Há terrenos pedregosos na parte accidentada; seccos, no alto dos espigões e pantanosos em alguns lugares baixos, próximo dos rios. O município possui ainda algumas matas virgens (uma 'quinta parte, talvez), capoeiras (uma sétima parte, talvez), e poucos campos e cerrados. Preços - O alqueire paulista (24.200 metros quadrados) de terra boa, custa 200$000 a 300$000, approximadamente, e às vezes muito mais.","Preços - O alqueire paulista (24.200 metros quadrados) de terra boa, custa 200$000 a 300$000, approximadamente, e às vezes muito mais.",200000,300000,alqueire;metro_quadrado,1
SP,Campos Novos de Paranapanema,"Um trabalhador rural ganha 28000 diarios, a secco; há somente um administrador de fazenda, na fazenda ""Indiana"", ganha 4008000 mensões; escrivão de fazenda 1008000 mensões; carpinteiro 58000 a 68000 diarios; cozinheiro 158000 a 208000 mensões; lavadeiras 500 réis a dúzia de roupa lavada. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural ganha 28000 diarios, a secco",2000,,daily,carpinteiro 58000 a 68000 diarios,5000,6000,daily,Taxa de 2% ao mez.,2,2,monthly,"Qualidades - Podem ser, mais ou menos, assim divididas: bôas a maior parte; regulares menos que as inferiores. No geral; arenosas. Em matta e campos bôa parte. "" Preços — Um hectare de terra bôa custa 308000, approximadamente.","Preços — Um hectare de terra bôa custa 308000, approximadamente.",30000,30000,hectare,0
SP,Cunha,"Um trabalhador rural, seja colono ou camarada, ganha 1$000, com alimentação, ou 1$500, sem alimentação; administradores e escrivães de fazenda não ha; um carpinteiro, ganha 4$000 diários; um cozinheiro, 10$000 mensões; uma lavadeira, 8$000 mensões. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural, seja colono ou camarada, ganha 1$000, com alimentação, ou 1$500, sem alimentação",1000,1500,,"um carpinteiro, ganha 4$000 diários",4000,,daily,Não ha emprestimos.,,,,"Qualidades - O município possui terras boas, regulares e inferiores; sendo em parte arenosas e argilosas e em parte misturadas. Os terrenos são, ora planos, ora montanhosos; uns seccos, outros humidos. A vegetação é representada por muitas matas virgens e capoeiras, por alguns cerrados, carrascaes e campos. Preços - Um hectare de terra boa custa 42$000, mais ou menos.","Preços - Um hectare de terra boa custa 42$000, mais ou menos.",42000,42000,hectare,0
