state;municipio;CUSTO_DOS_TECIDOS;JUROS;SALARIOS;TERRAS
SP;S. José do Rio Pardo;"Nacionaes, de 500 réis a 2$000; estrangeiros, de 2$000 a 5$000 o metro.";12% ao anno.;"Um trabalhador rural ganha 3$000 diários, a secco; um administrador de fazenda, de 250$000 a 300$000 mensões; um escrivão de fazenda, 80$000 mensões; um capinteiro, 6$000 diários um cozinheiro, 30$000 mensões; uma lavadeira, 30$000 mensões; os salários são pagos e os contractos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas, mais de metade; regulares, muito mais que as inferiores, que são poucas. Misturadas, na maior parte. Quasi todas montanhosas. Alguma matta. "" Preços — Um hectare de terra bôa, custa 125$000, mais ou menos."
SP;S. Bernardo;"Algodão 600 réis o metro; chita, 800 réis a 1$000 o metro; lã, 5$000 a 9$500 o metro.";12 »|º ao anno.;"Um trabalhador rural ganha 2$500 a 3$500 diários. Não há administradores, nem escrivães de fazenda. Um carpinteiro ganha 5$500 diários; uma cozinheira 25$000 a 30$000 mensais; uma lavadeira cobra por dúzia de peças de roupa lavada, 500 réis. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas e regulares, muito poucas; inferiores na maior parte. Argilhosas na maior parte; mais planas que montanhosas. Mattas, muito pouco. "" Preços — As terras comquanto, na maioria inferiores, têm um preço elevado, visto a proximidade de S. Paulo, sendo o preço feito no acto da compra."
SP;Santo Amaro;"Nacionaes: algodão, 300 réis; chita, 500 réis a 1$000; lã, 1$000; casimira, de 4$000 a 6$000 o metro.";;"Um trabalhador rural ganha 1$000 a 1$500 diarios. Administradores e escrivães, não ha; um carpinteiro, 6$000 diarios; uma cozinheira, que tambem lava roupa, 15$000.";"Qualidades - Podem ser, mais ou menos, assim divididos: boas, muito pouco; regulares e inferiores, talvez, em partes eguaes. Planas, no geral. Mattas, muito e muito pouco."
SP;Sallesopolis;"Algodão, 500 a 600 réis o metro; chita, 500 a 1$000; lã, 1$500 a 3$000 o metro; casemiras, 9$000 a 15$000.";Não ha empréstimos. MADEIRA de lei — Peroba, guatambú, saguaragy, jacarandá, vinhático, etc.;"Um trabalhador rural ganha 1$000 a 1$500 diarios; administradores e escrivães de fazenda, não ha; um carpinteiro 3$000 diarios; uma lavadeira 5$000 mensajes; uma cozinheira 15$000 mensajes. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos assim: bôas, mais de metade; regulares, muito mais que as inferiores. Muito mais argilosas que arenosas. Mattas, bôa parte. "" Preços — Um hectare da melhor terra custa 42$000, mais ou menos."
SP;Santo Antonio da Bôa Vista;"Riscados, 500 réis o metro; brins nacionaes ou estrangeiros, de 800 réis a 2$000.";De 12 a 24 *|* ao anno.;"Um trabalhador rural ganha de 2$500 a 3$000 diários; um administrador de fazenda, 150$000 mensais; escrivão, de 80$000 a 100$000 por mez; um carpinteiro, de 5$000 a 7$000 diários; uma cozinheira, 30$000 e uma lavadeira, 10$000 mensajes. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser mais ou menos assim divididas: bôas, menos que as regulares e mais que as inferiores. Misturadas, a maior parte. Mais planas que montanhosas. Mattas, bôa parte. Preços — Um hectare de terra bôa custa de 25$000 a 30$000, mais ou menos, sendo os preços ajustados na ocasião da venda; terras altas, bôas, de 80$000 a 100$000 o hectare; terras baixas, de 60$000 a 80$000; campos, de 30$000 a 40$000. Como a cultura do café só se desenvolve em terras altas, livres da acção destruidora das geadas, cujo frio queima as plantas, os agricultores paulistas dividiram as terras em duas classes, altas, servindo para café, livres, portanto, de geada e baixas, não servindo para café, e sujeitas, portanto, a geada."
SP;Serra Negra;"Nacionaes: 500 a 700 réis o metro; estrangeiros, 800 réis a 1$000.";Taxa de 12 a 10 ao anno.;"Trabalhador rural, 28000 diários; colono, 158000 por capina de 1.000 cafeeiros e 500 réis por alqueire de café colhido; administrador de fazenda, 2.0008000 annuaes; escrivão, 1008000 mensões (durante a colheita); carpinteiro, 48000 a 58000 diários; cozinheiro, 258000 a 308000 mensões; lavadeiras, 500 réis por duzia de roupa a lavar. Os salários são pagos e os contratos cumpridos.";"Qualidades - São geralmente bôas; regulares são as das proximidades da cidade; inferiores há muito poucas. As terras são geralmente misturadas, massapé e salmourão, havendo poucas terras argilosas e raras arenosas. O município é todo montanhoso. No alto dos espigões as terras são secas. Não existem pantanos. A vegetação acha-se em pequena quantidade de mattas, capoeiras e carrascaes, estes no alto da Serra Negra. Preços — Um hectare de terra bôa, custa 2008000, approximadamente."
SP;Santa Cruz das Palmeiras;"Nacionaes de 600 a 1$200 o metro; estrangeiros, de 1$000 a 2$000 o metro.";12 por cento ao anno.;"Um trabalhador rural ganha de 18000 a 38000 diários; um administrador de fazenda, de 2008000 a 1:0008000 mensões; um escrivão de fazenda, de 508000 a 1508000 mensões; um carpinteiro, 68000 diários; uma cozinheira, 408000 mensões; uma lavadeira, 308000 mensões. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras podem ser, mais ou menos divididas: bôas, a maior parte; regulares, mais que as inferiores, que são muito poucas. Geralmente argilosas e montanhosas. Muito pouca matta; algum campo. "" Preços — O hectare de terras bôas custa, mais ou menos, 5008000, não havendo quem as queira vender. Neste município os grandes proprietários estão em maioria."
SP;S. Bento de Sapucahy;"O metro de tecidos de algodão custa 300 a 800 réis; chitas, 400 réis a 1$200; lãs, 800 réis a 4$000 e casemiras, 6$000 a 16$000.";18*| ao anno.;"Um trabalhador rural ganha 1$500 com alimentação e 2$000 sem alimentação, diários; um cozinheiro, 15$000 e uma lavadeira, 6$000 mensais; um carpinteiro, 3$000 diários. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contractos cumpridos.";"Qualidades - As terras podem ser mais ou menos assim divididas: bôas, a maior parte; regulares e inferiores, em partes mais ou menos eguais. Geralmente argilosas e montanhosas. Pouca matta. "" Preços — Um hectare de terra bôa custa 80$000, mais ou menos."
SP;Sorocaba;"O metro de tecidos nacionaes, communs, custa 500 a 800 réis; estrangeiros, 500 réis a 2$000.";A taxa é de 12% ao ano.;"Um trabalhador rural ganra 2$500 diarios; administradores e escrivães de fazenda não ha; um carpinteiro, 5$000 diarios; um cozinhheiro, 60$000 mensais na cidade; as lavadeiras cobram 800 réis por duzias de peças de roupa lavada. Os salários são pagos e contratos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bóas, menos que as regulares, que são a maior parte; inferiores, menos que as regulares. Mais arenosas que argilosas; mais montanhosas do que planas. Pouca matta, muito campo. "" Preços — O preço do hectare de terra, além de variar com a qualidade, depende muito da distância em que fica da estação da estrada de ferro, pelo que tem sido vendido, nas proximidades da estação de Passa-Tres e no bairro de Rio Acima, a 200$000 e mesmo a 800$000 o alqueire, mas o preço de um hectare é de 40$000, mais ou menos."
SP;S. João da Bocaina;"O metro de riscado ou de chita, 600 réis a 1$000; de brins, 600 réis a 5$000; de casimira, 5$000 a 15$000.";A taxa é de 12°|° ao anno.;"Um trabalhador rural ganha 35000 diarios; colonos, 1205000 a 1505000 annuaes pelo trato de mil pés de café; um administrador de fazenda, 3:0005000 a 6:0005000 annuaes; um escrivão de fazenda, 1:0005000 a 1:5005000 annuaes; um carpinteiro, 55000 diarios; um cozinheiro, 605000 mensaes; uma cozinheira, 405000 mensaes; as lavadeiras cobram 15000 por duzia de peças de roupa lavada. Os salarios são pagos e os contractos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bóas, a maior parte; regulares e inferiores, muito pouco. Argilosas e planas, na maior parte. Alguma matta. Preços — Um hectare de terra bóa custa 3005000, approximadamente, e mesmo muito mais."
SP;Santa Rita de Passa Quatro;"O metro de tecidos nacionaes communis custa 400 réis a 1$500; estrangeiros, de 2$000 a 5$000.";A taxa é de 12% ao anno.;"Um trabalhador rural ganha 18000 a 38000 diários; um administrador de fazenda, 100800 a 5008000 mensões; um escrivão de fazenda, 508000 a 10080000 mensões; um carpinteiro, 58000 diários; um cozinheiro, 2080000 mensões; uma lavadeira, 2080000 mensões. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas, mais que as regulares; inferiores, talvez eguães às bôas. Mais misturadas que argilosas. A maior parte montanhosas. Mattas, muito pouco. “ Preços — Um hectare de terra bôa custa 1008000 a 5008000. TRASPORTES — O custo de transporte ao mercado local é de 300 réis por sacco de 60 kilos."
SP;S. Miguel Archanjo;;A taxa é geralmente de um a dois por cento ao mez.;"O trabalhador rural ganha de 2$000 a 2$500 diários; um cozinheiro de 15$000 a 20$000 mepsaes; as lavadeiras ganham 500 réis por duzia de peças; carpinteiro, 5$000 diários. Não há administradores e escrivães de fazendas. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bóas, menos que as regulares; inferiores, mais ou menos eguaes às regulares. Misturadas e planas, na maior parte. Mattas, poucas. "" Preços — Um hectare de terra boa custa 50$000, mais ou menos."
SP;S. José dos Campos;"Algodão 500 a 1.000 réis o metro; chita, 600 réis a 1$600 o metro; lã, 1$200 a 5$000.";Taxa de 18 por cento annuaes.;"Um trabalhador rural ganha 1$200 com alimentação ou 1$500 a secco; um administrador de fazenda, 100$000 mensais; escrivães de fazenda não ha. Um carpinteiro, 5$000 diários; um cozinheiro, 20$000 mensais; as lavadeiras cobram 500 réis por duzia de roupa a lavar, sem sabão. Os salários são pagos e os contractos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: bôas, menos que as regulares; inferiores, a maior parte. Misturadas, a maioria. Mais montanhosas do que planas. Alguma matta. "" Um hectare de terra bôa, custa 40$000, approximadamente."
SP;S. Roque;O metro de tecido nacional, commun, custa de 500 a 800 réis e o estrangeiro de 1$200 a 3$000.;Um e meio por cento ao mez.;"O trabalhador rural ganha 2500 diarios; um cozinheiro, de 15000 a 200000 mensões; as lavadeiras cobram 500 por duzia; um carpinteiro de 5000 a 60000 diarios; um administrador de fazenda, 200000 mensões; escrivão, 1000000 mensões. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras podem ser, mais ou menos, assim divididas: boas, mais que as regulares; regulares e inferiores, talvez em partes eguães. Geralmente argilosas e montanhosas. Pouca matta. Preços — O hectare de terra boa custa, mais ou menos, 50000."
SP;Santa Izabel;"Algodão, 500 réis o metro; chita, 700 réis; lã, 1$000 a 2$500; e casemira, 10$000, approximadamente.";No geral a taxa é de 10 a 12 por cento ao anno.;"Um trabalhador rural ganha 1$500 a 2$000 diarios; administradores e escrivães de fazenda não ha, porquanto os serviços desses profissionais são praticados pelos proprietários, pelos sistemas mais comuns e rudimentares; um carpinteiro ganha 4$000 diarios; uma cozinheira, 15$000 mensais; uma lavadeira, 12$000 mensais. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, metade; regulares, mais do que as inferiores. Misturadas a maior parte, bem como as montanhosas. Alguma matta. Preços — As terras bôas não têm preço certo; são vendidas mais ou menos a 60$000 o hectare."
SP;S. Pedro do Turvo;"O metro de tecidos nacionaes, communis, custa 500 réis; estrangeiros, de 700 a 800 réis.";A taxa é de dous por cento mensaes.;"Um trabalhador rural ganha 1$500 a 2$000 diários; administradores e escrivães de fazenda não há; um carpinteiro ganha 5$000 diários; um cozinheiro, 20$000 mensais; as lavadeiras cobram 500 réis por dúzia de roupa lavada. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser, mais ou menos, assim divididas: bôas, metade; regulares, menos que as inferiores. Arenosas, na maior parte, bem como montanhosas. Mattas, bôa parte. "" Preços — Um hectare de terra bôa custa 40$000, approximadamente."
SP;S. José do Rio Preto;"Chita, 500 réis a 1$000; riscado, de 500 a 800 réis; brim, de 2$000 a 5$000; casemira, de 5$000 a 12$000, etc.";Taxa de 12 por cento ao ano.;"Trabalhador rural, 38000 diarios; colonos, 1208000 annuaes pelo tracto de mil pés de café; carpinteiro, 88000 diarios; cozinheira, 3080000 mensães; cozinheiro, 5580000 mensães; lavadeira, 2080000 mensães; não há administradores nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Podem ser mais ou menos assim divididas: bôas, mais de metade; regulares, mais do que as inferiores. Na maior parte arenosas e montanhosas. Muita matta. "" Preços — Um hectare de terra bôa, perto da cidade, custa, mais ou menos, 408000."
SP;Santa Cruz da Conceição;Nacionaes, de 600 réis a 2$000 o metro e estrangeiros, 1$000 a 6$000.;Taxa de 12 por cento anuções.;"Um trabalhador rural ganha 2$000 diários; um administrador, de 200$000 a 300$000 mensais; um escrivão, 100$000; um carpinteiro 4$000 diários; um cozinheiro, 30$000 mensais; uma lavadeira, 20$000 mensais. Os salários são pagos e os contratos cumpridos.";"Quidades - Podem ser, mais ou menos, assim divididas: bôas e regulares, talvez em partes em eguães; inferiores, a maior parte. Geralmente arenosas. Egualmente planas e montanhosas. Matta, quase nenhuma. Preços — Um hectare de terra boa custa, aproximadamente, 75$000."
SP;Santa Cruz do Rio Pardo;"O metro de tecidos nacionaes, communs, custa de 500 a 800 réis; estrangeiros, de 1$200 a 1$400.";A taxa é de um e meio por cento ao mez.;"Um cozineiro ganha 40$000 a 50$000 mensais; as lavadeiras cobram 500 réis por dúzia de peças de roupa lavada; um carpinteiro, ganha de 5$000 a 6$000 diários; um administrador de fazenda, 150$000 a 200$000 mensais; um escrivão de fazenda, de 100$000 a 150$000 mensais. O salário diário, seja colono ou camarada, é de 2$000 a 3$000. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas, metade; regulares, menos que as inferiores; misturadas, na maior parte. Mattas, bôa parte. "" Preços — Um hectare de terra bôa custa de 40$000 a 50$000."
SP;Salto de Itú;O metro de tecido comum, nacional, custa 500 a 600 réis e de estrangeiro, 700 a 900 réis.;Taxa: 12 *J* ao anno.;"O trabalhador rural ganha 2$000 diários; cozinheiro, 20$000 mensais; lavadeiras, 600 réis por duzia de peças; carpinteiro, 5$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contractos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas e regulares, em partes, talvez, iguais; inferiores, a maior parte. Matta, muito pouco. ” Preços — Um hectare de terra bôa, custa 200$000 e mais."
SP;Santo Antonio da Alegria;O metro de tecido nacional comum custa 500 réis a 2$000 e de estrangeiro 800 réis a 3$000.;A taxa é de 15 à 18 «j» ao ano.;"Um trabalhador rural ganha 1$500 diários. Não há administradores e escrivães de fazenda; um carpinteiro ganha 4$000 diários. As lavadeiras e cozinheiras são geralmente pessoas aggregadas ou da família dos lavradores. Os salários são pagos e os contratos cumpridos.";"Qualidades: Podem ser divididas mais ou menos assim: bôas, mais que as regulares; inferiores, quase iguales as bôas. Misturadas e montanhosas, na maior parte. Mattas, bôa parte. Preços — O hectare de terra bôa custa 50$000, mais ou menos."
SP;S. Paulo;"Riscados para camisa, 700 réis; chita, 500 réis; algodão-zinho, 400 réis; morim, 500 réis; brins de algodão, 500 réis; riscados para calça, 800 réis.";Adoptam a taxa de 8 a 10%¹,º, annaes.;"Os camaradas têm um salário diário de 3$000, a secco; os carpinteiros, 8$000 a 10$000 diários; um cozinheiro, 60$000 mensões e uma lavadeira, 50$000. Não há administradores, nem escrivães de fazenda. Os salários são pagos e os contractos cumpridos.";"Qualidades - Podem ser divididas approximadamente, mais ou menos, assim: bôas, pequena parte; regulares, talvez o duplo das bôas; inferiores, a maior parte; argilosas, quase todas; misturadas, muito pouco; planas, mais que as montanhosas. Preços — O hectare de terra bôa custa 2:000$000 na Cantareira e 20:000$000 na Lapa. ## NOTAS Climatologia — Ventos — No outomno, inverno e primavera, predominam os ventos do quadrante S. E., que são frescos e humidos e vêm do mar; no verão predominam os ventos seccos e quentes, do quadrante N. O. Precipitação aquosa — A época das chuvas, em S. Paulo, é geralmente nos mezes de Janeiro e Fevereiro, sendo a média da precipitação observada, durante 13 anos, de 329 milímetros. TEMPERATURA — A temperatura média anual, regula ser de 18.2 C.; sendo o mez mais frio do anno, o de Agosto, e o mais quente, o de Janeiro. Superfície do município — A superfície do município abrange uma área de oitocentos e noventa e sete kilometros quadrados. A parte ocupada por matta é muito pequena, sendo a restante ocupada por campos. CERAMICA — As margens do Tieté e Pinheiros são alagadiças, nelas há extensos depósitos de argilla de superior qualidade para fabricação de telhas e tijolos, fonte de renda, de alta importância; haja exemplo as três grandes fábricas de cerâmica, além de numerosas olarias. HORTICULTURA — A horticultura tem tido um desenvolvimento extraordinário neste município, como veremos pelos dados colhidos nos 12 bairros em que foi o mesmo dividido. SANT'ANNA — Em Sant'Anna há quatro agricultores, que cultivam uma superfície de 10.091 metros quadrados, plantando os legumes: | Evento | Menos quadrados | | --- | --- | | Ervilha | 400 | | Couve-flor | 500 | | Repolho | 2.900 | | Abobora | 1.500 | | Feijão cavalo | 300 | A. 56 | | Metros quadrados | | --- | --- | | Couve tronchuda | 250 | | Cebola | 50 | | Broco | 900 | | Couve-manteiga | 900 | | Chicorea da Catalunha | 750 | | Fava | 100 | | Alcachofra | 150 | | Chicorea crespa | 450 | | Alface | 550 | | Cenoura | 43 | | Rabanete | 85 | | Alho | 263 | | **Total** | 10.091 | A adubação empregada nesta cultura foi de 370 carroças de esterco de cocheira. BAIRRO DE TREMEMBE'—Em Tremembé há 18 horticultores, que cultivam em uma superfície de 124 hectares e 8.850 metros quadrados, vegetais assim especificados: | | Metros quadrados | | --- | --- | | Ervilha | 14.400 | | Couve-flor | 10.000 | | Pepino | 466.000 | | Repolho róxo | 22.000 | | Pimentão | 4.000 | | Tomate | 10.000 | | Repolho | 236.500 | | Feijão enxofre | 122.000 | | Mandioca-palma | 12.000 | | Repolho de quintal | 5.000 | | Nabo chato | 2.400 | | Feijão allemão | 4.000 | | Batata ingleza | 53.400 | | Feijão | 36.000 | | Milho | 96.000 | | Abobora | 88.000 | | Feijão italiano | 34.000 | | Feijão manteiga | 26.000 | | Feijão cavallo | 6.000 | | Cará | 150 | | Couve tronchuda | 1.000 | | **Total** | 1.248.850 | A adubação empregada foi de 2.560 carroças de lixo da cidade, que custam à razão de 1.8000 a carroçada. BAIRRO DO CARANDIRU’ — Neste bairro ha seis horticultores, que cultivam 123.160 metros quadrados, com: | Imagem | Metros quadrados | | --- | --- | | Ervilha | 1.900 | | Couve-flor | 5.300 | | Repolho | 33.790 | | Mandioca | 12.300 | | Nabo chato | 220 | | Feijão allemão | 880 | | Abobora | 44.000 | | Feijão italiano | 50 | | Feijão cavallo | 600 | | Cebola | 2.200 | | Broco | 3.750 | | Couve manteiga | 8.050 | | Chicorea da Catalunha | 600 | | Fava | 100 | | Alcachofra | 2.200 | | Chicorea crespa | 1.270 | | Alface | 650 | | Cenoura | 2.000 | | Rabanete | 1.000 | | Salsa | 1.500 | | Pimenta | 800 | | **Total** | 123.160 | Em Carandirú empregam 1.930 carroçadas de lixo para adubação das hortas. BAIRRO DAS PERDIZES—Neste bairro só ha um horticultor, o Sr. Nicola Roque, que cultiva uma área de 19.670 metros quadrados, com os seguintes legumes: | Imagem | Metros quadrados | | --- | --- | | Couve-flor | 1.000 | | Tomate | 10.000 | | Repolho | 2.000 | | Feijão allemão | 2.750 | | Abobora | 2.000 | | Couve tronchuda | 400 | | Cebola | 100 | | Couve manteiga | 300 | | Chicorea da Catalunha | 200 | | Alface | 820 | | Cenoura | 100 | | **Total** | 19.670 | Para adubação elle emprega, por anno, 600 carroçadas de esterco de cocheira. BAIRRO DA AGUA BRANCA — Em Agua Branca só há um horticultor, que é o Sr. M. de Carvalho, que cultiva uma área de 11.400 metros quadrados, com os seguintes legumes: | Toma | Metros quadrados | | --- | --- | | Tomate | 6.000 | | Repolho | 5.000 | | Chicorea da Catalunha | 200 | | Alface | 200 | | **Total** | 11.400 | Adubação empregada, 200 carroças de esterco de cocheira. BAIRRO DE CAMBUCY — Em Cambucy, há três horticultores que cultivam 15.700 metros quadrados. As hortaliças cultivadas, são as seguintes: | Toma | Metros quadrados | | --- | --- | | Couve-flor | 1.300 | | Pepino | 2.200 | | Tomate | 5.000 | | Repolho | 3.800 | | Feijão allemão | 1.400 | | Cebola | 700 | | Couve manteiga | 200 | | Alcachofra | — | | Chicorea crespa | 600 | | Alface | 500 | | **Total** | 15.700 | A adubação empregada foi de 800 carroças de esterco de cocheira. BAIRRO DO YPIRANGA — Neste bairro há três horticultores, que cultivam uma área de 27.700 metros quadrados, com os seguintes legumes: | Toma | Metros quadrados | | --- | --- | | Couve-flor | 800 | | Tomate | 15.000 | | Repolho | 6.200 | | Nabo chato | 100 | | Feijão allemão | 2.700 | | Batata ingleza | 300 | | Couve tronchuda | 400 | | Couve manteiga | 300 | | Abobora | 400 | | Chicorea da Catalunha | 100 | | Alface | 800 | | Rabanete | 600 | | **Total** | 27.700 | A adubação empregada foi de 500 carroças de esterco de cocheira. QUARTA PARADA — Neste bairro ha 21 horticultores que cultivam uma área de 58.750 metros quadrados, assim especificados: | Altura | Metros quadrados | | --- | --- | | Alface. | 11.300 | | Pimentão. | 1.400 | | Chicorea. | 2.400 | | Couve tronchuda. | 2.600 | | Cebola. | 8.500 | | Tomate. | 14.350 | | Chicorea da Catalunha. | 4.500 | | Mostarda. | 1.200 | | Chicorea amarella. | 2.600 | | Feijão italiano. | 1.400 | | Repolho. | 6.400 | | Chicorea crespa. | 800 | | Abobora italiana. | 400 | | Couve. | 200 | | Feijão. | 400 | | Feijão enxofre. | 300 | | **Total.** | **58.750** | A adubação empregada foi de 4.500 carroças de esterco de cocheira. BAIRRO DE MOOCA — Neste bairro ha 14 horticultores, cultivando uma área de 34.030 metros quadrados, assim discriminados: | Altura | Metros quadrados | | --- | --- | | Alface. | 6.860 | | Pimentão. | 350 | | Chicorea. | 90 | | Couve tronchuda. | 850 | | Cebola. | 3.600 | | Tomate. | 6.120 | | Chicorea da Catalunha. | 2.980 | | Mostarda. | 400 | | Chicorea amarella. | 850 | | Feijão italiano. | 450 | | Repolho. | 5.400 | | Chicorea crespa. | 880 | | Abobora italiana. | 1.300 | | Feijão. | 200 | | Feijão enxofre. | 600 | | Couve manteiga. | 1.400 | | Pepino. | 1.500 | | Pimenta. | 100 | | Batata. | 100 | | **Total.** | **34.030** | A adubação empregada foi de 2.450 carroças de esterco de cocheira. BAIRRO DA CANTAREIRA — Na Cantareira ha nove horticultores que cultivam uma área de 394.400 metros quadrados, assim discriminados: | | Metros quadrados | | --- | --- | | Feijão italiano | 25.200 | | Repolho | 75.000 | | Abobora italiana | 24.000 | | Feijão | 83.000 | | Feijão enxofre | 24.000 | | Pepino | 52.000 | | Batata | 39.200 | | Milho | 72.000 | | **Total** | 394.400 | A adubação empregada foi de 340 carroças de lixo. AVENIDA PAULISTA — Ha na Avenida cinco horticultores cultivando uma área de 11.633 metros quadrados, assim especificados: | | Metros quadrados | | --- | --- | | Tomate | 4.350 | | Couve manteiga | 800 | | Bloco, uma espécie de couve | 800 | | Pimentão | 50 | | Chicorea | 500 | | Abobora | 50 | | Alface | 1.400 | | Feijão italiano | 1.050 | | Cebola | 1.400 | | Mostarda | 100 | | Chicorea da Catalunha | 83 | | Espinafre | 250 | | Cenoura | 400 | | Pimenta | 400 | | **Total** | 11.633 | Para adubação gastaram 666 carroças de esterco de cocheira. VILLA AMERICANA — Ha neste bairro 11 horticultores que cultivam uma área de 36.000 metros quadrados de terreno, assim especificados: | | Metros quadrados | | --- | --- | | Tomate | 15.900 | | Couve manteiga | 400 | | Chicorea | 300 | | Abobora | 700 | | Alface | 2.450 | | Feijão italiano | 650 | | Cebola | 3.000 | | Mostarda | 200 | | Chicorea da Catalunha | 700 | | Retros conchados | | | --- | --- | | Cenoura | 200 | | Pimentão | 5.000 | | Repolho | 3.000 | | Alho porró | 600 | | Pepino | 2.700 | | Couve tronchuda | 200 | | **Total** | 36.000 | Para adubação elles gastaram 1.666 carroçadas de esterco de cocheira. **RESUMINDO** — Em S. Paulo há 96 horticultores que cultivam uma área de 1.992.381 metros quadrados. Para maior clareza, veja-se o quadro estatístico que acompanha esta. Produção média dos diversos legumes e preço porque são vendidos: - **Feijão alemão** — A produção é approximadamente de 600 caixões de 40 litros por hectare, a qual é vendida à razão de 2$500 o caixão. - **Alface** — A produção média é de 60.000 pés por hectare. O preço pelo qual é vendida é de 300 réis por maço de 12 pés. - **Repolho** — A produção média é de 15.000 cabeças por hectare. O preço de cada cabeça é de 100 réis. - **Tomate** — A produção média por hectare é de 13.000 litros e é vendida à razão de 8$000 o caixão de 40 litros. - **Abobora italiana** — 400 metros quadrados dão em média 20 caixões de abobrinhas, de 40 litros cada caixão, que são vendidos à razão de 2$500 cada um. - **Chicorea** — Approximadamente de 60.000 pés por hectare. A venda é feita à razão de 300 réis por maço de 12 pés. - **Chicorea da Catalunha** — A produção é approximadamente a mesma e o preço também. - **Pepino** — A produção média é approximadamente de 1.000 caixões de 40 litros por hectare, a qual é vendida ao preço médio de 4$000 por caixão. - **Chicorea crespa** — A produção é a mesma das outras variedades, mas o preço é de 400 réis por maço. - **Cebola de cabeça** — A produção média é de 140 kilos por cada are. O preço porque é vendida é de 4$000 a 5$000 por arroba de 15 kilos. - **Mostarda branca** — O are produz em média 100 maços de 12 pés que é vendido ao preço de 300 réis cada um. - **Broco** — O are de terreno cultivado com esta hortaliça, dá um rendimento médio de cerca de 30$000 por anno. - **Couve tronchuda** — A couve tronchuda dá em cada are de terreno, um rendimento médio de cerca de 35$000 por anno. - **Couve mantelga** — O rendimento anual por are é de 25$000. - **Repolho quarentino** — O are de terreno produz, em média, 150 cabeças, que são vendidas à razão de 100 réis cada uma. Naho chato — O maço de nabos, com 12 pés, é vendido por 400 réis. Um are produz, em média, 400 maços. Pimentão — A produção média, por are, é de 150 litros, que são vendidos ao preço de 4$000 por 40 litros. Alcachofra — Um are de terreno, cultivado com alcachofra, dá, em média, uma renda de 60$000 por anno. Feijão italiano — O hectare produz, na média, 5.000 litros de vagens, que são vendidas à razão de 2$500 o caixão de 40 litros. VENDA DE LEGUMES E FRUCTAS — Os legumes e as fructas, produzidos nos arredores de S. Paulo, são quase todos consumidos por sua população, com exceção, apenas, de alguma uva, ameixa do Japão, alcachofra e repolho, que são exportados para Santos e Rio. A venda na capital é quase toda feita nos mercados municipais. IMPOSTOS — A municipalidade não cobra nenhum imposto sobre a venda de verduras, feita nos mercados. Apenas o horticultor tem que pagar 1$000 por carroça de mercadoria entrada no mercado e 30 réis por um quarto, quando ele próprio quizer encarregar-se da venda. Para vender ao ar livre, ele terá que pagar, por um logar, 2$000. Para permitir a venda de fructas, a municipalidade cobra um imposto de 136$800 por anno, além do aluguel do quarto, que é de 30$000 a 50$000, quando ficar situado num canto ou esquina."
SP;São Manuel;;Taxa de 10 a 12ª/ª ao anno.;"Um trabalhador rural de 2$000 a 2$500 diários; um administrador de fazenda, 200$000 mensais e muito mais ainda; um escrivão de fazenda, 100$000 mensais e mais; um carpinteiro, 4$000 a 5$000 diários; uma cozinheira, 25$000 a 30$000 mensais; uma lavadeira, 500 réis por dúzia de roupa lavada. Os salários são pagos e os contratos cumpridos.";"Qualidades - Podem ser divididas, mais ou menos, assim: bôas, na maior parte; regulares e inferiores, muito pouco. Argilhosas na maior parte e igualmente planas e montanhosas. Mattas, bastante. "" Preços — Um hectare de terras bôas, custa de 150$000 até as vezes 800$000, mais ou menos."
