municipality,start_date,station,railway,branch
"Rancharia,SP",10.09.1916,RANCHARIA,E.F.Sorocabana(1916-1971)FEPASA(1971-1998),"Linha-tronco originalkm 713,851 (1924);             km 700,835 (1931) (*); km 652,902 (1960) (**)"
"SãoRoque,SP",1920,RANGELPESTANA,E.F.Sorocabana(1920-1926),"Linha-tronco original-km 70,282 (1926)"
"Itariri,SP",01.03.1929,RAPOSOTAVARES,E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiá km 190,799 (1986)"
"NovaOdessa,SP",07.10.1916,RECANTO,Cia.PaulistadeEstradasdeFerro(1916-1971)FEPASA(1971-1998),"Linha-troncokm 78,387 (1958)"
"Itapetininga,SP",16.10.1907,RECHAN(antigaHERVAL),E.F.Sorocabana(1907-1971)FEPASA(1971-1998),"Ramal de Itararékm 236,034 (1931)"
"Charqueada,SP",1888,RECREIO,Cia.Ytuana(1888-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1966),"Ramal de Piracicaba- km 259,879"
"Botucatu,SP",1893,ARAQUÁ(antigaREDENÇÃO),Cia.Ytuana(1883-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1954),"Ramal de Araquákm 313,010             (1924); km 301,294 (1931); km 307 (1953)"
"RegenteFeijó,SP",15.01.1919,REGENTEFEIJÓ,EstradadeFerroSorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco originalkm 782,134             (1924); km 769,166 (1931) (*); km 721,233 (1960) (**)"
"Registro,SP",14.06.1981,REGISTRO,FEPASA(1981-1998),"Ramal de Juquiá km 285,300 (1986)"
"Araras,SP",04.11.1884,REMANSO,Cia.PaulistadeEstradasdeFerro(1884-1971)FEPASA(1971-1998),"Ramal de Descalvadokm 126,188"
"Anhembi,SP",1901,REMÉDIOS,Cia.UniãoSorocabanaeYtuana(1901-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1952),"Linha-tronco original km 245,316 (1934)"
"Jacareí,SP",19.08.1952,REMÉDIOS,E.F.CentraldoBrasil(1952-1975)RFFSA(1975-1996),"Variante do Parateí km 418,19"
"Cafelândia,SP",01.11.1930,RENATOWERNECK,E.F.NoroestedoBrasil(1920-1975)RFFSA(1975-1996),"Linha-troncokm 117,584 (1938); 117,584 (1949); km 103,394 (1960)"
"CamposdoJordão,SP",1930,RENÓPOLIS,E.F.CamposdeJordão(1930-),Linha-tronco km 31 (2005)
"Restinga,SP",24.06.1897,RESTINGA,Cia.MogianadeEstradasdeFerro(1897-1971)FEPASA(1971),"Linha do Rio Grande- km 404,567 (1938)"
"SãoCarlos,SP",15.07.1901,RETIRO,Cia.PaulistadeEstradasdeFerro(1901-1971)FEPASA(1971-1998),"Linha-tronco km 211,676 (1958)"
"MonteAlegredoSul,SP",10.04.1910,REVERSÃO,Cia.MogianadeEstradasdeFerro(1910-1966),"Ramal de Amparokm 46,514"
"RibeirãoBonito,SP",10.05.1894,RIBEIRÃOBONITO,Cia.PaulistadeEstradasdeFerro(1894-1969),"Ramal de Ribeirão Bonito- km 60,420"
"RibeirãoPires,SP",01.03.1885,RIBEIRÃOPIRES,SãoPauloRailway(1885-1947)E.F.Santos-Jundiaí(1947-1975)RFFSA(1975-1992)CPTM(1992-),"Linha-troncokm 45,500 (1935)"
"RibeirãoPreto,SP",23.11.1883,RIBEIRÃOPRETO,Cia.MogianadeEstradasdeFerro(1883-1971)FEPASA(1971-1976),"Linha-troncokm 312,525 (1937)"
"RibeirãoPreto,SP",01.06.1965,RIBEIRÃOPRETO-NOVA,Cia.MogianadeEstradasdeFerro(1965-1971)FEPASA(1971-1998),"variante Bento Quirino-Entroncamentokm 296,905 (1986)"
"RibeirãoPreto,SP",01.05.1928,RIBEIRÃOPRETO-SPM,E.F.SãoPaulo-Minas(1928-1965),"Ramal de Ribeirão Pretokm 76,664             (1960)"
"RibeirãoPreto,SP",04.04.1891,RIBEIRÃOPRETO-E.F.DUMONT,E.F.Dumont(1891-1940),Ramal de Dumontkm 0
"SãoJosédoRioPardo,SP",02.03.1890,RIBEIRODOVALLE,Cia.MogianadeEstradasdeFerro(1890-1971)FEPASA(1971-1992),"Ramal de Mococa- km 40,505"
"Olímpia,SP",06.1931,RIBEIRODOSSANTOS,Cia.FerroviáriaSãoPaulo-Goiaz(1931-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPGkm 89,779"
"Rifaina,SP",05.03.1888,RIFAINA,Cia.MogianadeEstradasdeFerro(1888-1970),"Linha do Rio Grandekm 490,256"
"Rifaina,SP",03.1991,RIFAINA-NOVA,E.F.ValedoBomJesus(1991-1994),E. F. Vale do Bom Jesuskm
"Rincão,SP",01.04.1892,RINCÃO,Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1998),"Linha-troncokm 285,759 (1958)"
"RioClaro(1876-),SP",11.08.1876,RIOCLARO,Cia.PaulistadeEstradasdeFerro(1876-1971)FEPASA(1971-1998),"Linha-troncokm 133,840 (1958)"
"RioClaro,SP",01.04.1977,RIOCLARO-NOVA,FEPASA(1980-1998),"Variante Santa Gertrudes-Itirapina            km 131,388 (1988)"
"RiodasPedras,SP",10.10.1876,RIODASPEDRAS,Cia.Ytuana(1876-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1984),"Ramal de Piracicabakm 221,003 (1960)"
"RiodasPedras,SP",10.10.1876,RIODASPEDRAS,Cia.Ytuana(1876-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1984),"Ramal de Piracicabakm 221,003 (1960)"
"SãoPaulo,SP",01.04.1935,RIODOSCAMPOS,E.F.Sorocabana(1935-1960),"Mairinque-Santoskm 70,009 (1960)"
"RioGrandedaSerra,SP",16.02.1867,RIOGRANDEDASERRA(antigaRIOGRANDEeICATUAÇU),SãoPauloRailway(1867-1947)E.F.Santos-Jundiaí(1947-1975)RFFSA(1975-1994)CPTM(1994-),"Linha-troncokm 41,109 (1935)"
"SãoJosédoRioPreto,SP","anos 
            1950",RIOPRETOPAULISTA(antigoPOSTOSÃOJOSÉ),E.F.Araraquara(1952?-1971)FEPASA(1971-1998)Ferroban/ALL(1998-2012),"Linha-tronco- km 204,007 (1960)"
"Itararé,SP",01.03.1909,RIOVERDE,EstradadeFerroSorocabana(1909-1971)FEPASA(1971-1998),"Ramal de Itararékm 392,904             (1931)"
"Itararé,SP",01.03.1909,RIOVERDE,EstradadeFerroSorocabana(1909-1971)FEPASA(1971-1998),"Ramal de Itararékm 392,904             (1931)"
"Campinas,SP",01.06.1910,RIZA(antigaQUILÔMETRO1),Cia.MogianadeEstradasdeFerro(1910-1971)FEPASA(1971-1998),"Linha-troncokm 0,757 (1938)"
"Cajamar,SP",n/d,ROCHA,E.F.Perus-Pirapora(n/d-1972),EFPP Ramal de Cajamar
"Alumínio,SP",1899,ALUMÍNIO(antigaRODOVALHO),Cia.UniãoSorocabanaeYtuana(1899-1905)E.F.Sorocabana(1905-1971)FEPASA(1971-1998),"Linha-troncokm 79,114 (1931)"
"SãoManuel,SP(vejaavila)",07.09.1898,RODRIGUESALVES,Cia.UniãoSorocabanaeYtuana(1897-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Baurukm 341,928 (1934)"
"Buri,SP",01.01.1909,RONDINHA,E.F.Sorocabana(1909-1971)FEPASA(1971-1998),"Ramal de Itararé km 304,821 (1931)"
"SãoPaulo,SP",06.11.1875,ROOSEVELT(antigaESTAÇÃODONORTE),E.F.doNorte(1875-1892)E.F.CentraldoBrasil(1892-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Ramal de São Paulokm             499,153 (1928)"
"Bebedouro,SP",03.1911,ROSÁRIO(antigaGRANADA),Cia.E.F.SãoPaulo-Goiaz(1911-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPGkm 26,128"
"Roseira,SP",27.03.1877,ROSEIRA,E.F.doNorte(1877-1890)E.F.CentraldoBrasil(1890-1975)RFFSA(1975-1998),"Ramal de São Paulo- km             308,430"
"Rubiácea,SP",21.07.1930,RUBIÁCEA,E.F.NoroestedoBrasil(1930-1975)RFFSA(1975-1996),"Variante de Jupiá- km 41,530 (1938);Linha-tronco- km 322,330 (1949);"
"Botucatu,SP",05.03.1897,RUBIÃOJUNIOR(antigaCAPÃOBONITO),Cia.UniãoSorocabanaeYtuana(1897-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 314,765 (1924);             km 302,859 (1931); km 274,583 (1960) (*)"
"Cruzeiro,SP",01.01.1902,RUFINODEALMEIDA,E.F.Minas-Rio(1902-1910)E.F.SuldeMinas(c.1910-1931)RedeMineiradeViação(1931-1965)V.F.Centro-Oeste(1965-1975)RFFSA(1975-1998)ABPF(1998-2001),"Linha Cruzeiro-Juréiakm 6,008 (1960)"
"Cruzeiro,SP",01.01.1902,RUFINODEALMEIDA,E.F.Minas-Rio(1902-1910)E.F.SuldeMinas(c.1910-1931)RedeMineiradeViação(1931-1965)V.F.Centro-Oeste(1965-1975)RFFSA(1975-1998)ABPF(1998-2001),"Linha Cruzeiro-Juréiakm 6,008 (1960)"
"MogidasCruzes,SP",01.01.1893,SABAÚNA,E.F.CentraldoBrasil(1893-1975)RFFSA(1975-1996),"Ramal de São Paulokm             437,531 (1928)"
"Jandira,SP","anos 
            1950",SAGRADOCORAÇÃO(antigaCORAÇÃODEJESUS),E.F.Sorocabana(c.1955-1971)FEPASA(1971-1994)CPTM(1994-),Linha-tronco- km
"SaltoGrande,SP",1924,SAGUARAGI,E.F.Sorocabana(1925-1971)FEPASA(1971-1998),"Linha-troncokm 542,678 (1925); km 529,951             (1934); km 482,018 (1960) (*)"
"Araçatuba,SP",01.07.1930,SAINTMARTIN(antigaENG.TOBIASMOSCOSO),E.F.NoroestedoBrasil(1927-1962),"Linha-tronco originalkm 331,000 (1938);Ramal de Lussanvirakm 49,950 ()"
"DoisCórregos,SP",01.07.1899,SALDANHAMARINHO,Cia.PaulistadeEstradasdeFerro(1899-1941),"Ramal de Agudos originalkm 9,182"
"SãoVicente,SP",30.07.1941,SALLESDACRUZ,C.E.F.Sorocabana(1941-1971)Fepasa(1971-1998),Mairinque-Santos km 92 (1986)
"SallesOliveira,SP",03.07.1900,SALLESOLIVEIRA,Cia.MogianadeEstradasdeFerro(1900-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 48,648"
"Salto,SP",02.04.1873,SALTO,Cia.Ytuana(1873-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1985),"Ramal de Campinaskm 129,119"
"Salto,SP",02.12.1985,SALTO-NOVA,FEPASA(1985-1998),"Variante Boa Vista-Guaianãkm 210,804 (1994)"
"SaltoGrande,SP",12.10.1909,SALTOGRANDE,E.F.Sorocabana(1909-1971)FEPASA(1971-1998),"Linha-troncokm 523,365 (1924);             km 519,492 (1934); km 471,559 (1960) (*)"
"Campinas,SP",01.02.1893,SAMAMBAIA,Cia.PaulistadeEstradasdeFerro(1893-1971)FEPASA(1971-1998),"Linha-troncokm 40,499 (1958)"
"SãoVicente,SP",15.02.1930,SAMARITÁ,E.F.Sorocabana(1930-1971)FEPASA(1971-1998),"Mairinque-Santoskm 110,789 (1960)"
"Cajuru,SP",15.09.1912,SAMPAIOMOREIRA,Cia.MogianadeEstradasdeFerro(1912-1966),"Ramal de Cajuru km 43,876"
"RibeirãoBonito,SP",01.11.1911,SAMPAIOVIDAL,C.E.F.doDourado(1911-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco da E. F. Douradokm 12,890"
"CamposdoJordão,SP",1916,SANATÓRIOS,E.F.CamposdoJordão(1916-2005),Linha-tronco km 40 (2005)
"Tatuí,SP",1907,SANTAADELAIDE(antigaGUEDES),SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Itararé km 172,086 (1934)"
"SantaAdélia,SP",15.06.1909,SANTAADÉLIA,E.F.Araraquara(1909-1955),"Linha-troncokm 134,240 (1933)"
"SantaAdélia,SP",1955,SANTAADÉLIA-NOVA,E.F.Araraquara(1955-1971)FEPASA(1971-1998),"Tronco novo (bitola larga) km 115,349             (1960)"
"SantaBárbaradoOeste,SP",14.07.1917,SANTABARBARADOOESTE,Cia.PaulistadeEstradasdeFerro(1917-1971)FEPASA(1971-1998),"Ramal de Piracicabakm 91,088"
,27.08.1875,"AMERICANA(antigaSANTABÁRBARAeVILLAAMERICANA)MunicípiosdeCampinas(1875-1924)VillaAmericana(1924-1939)Americana(1939-),SP",Cia.PaulistadeEstradasdeFerro(1875-1971)FEPASA(1971-1998),"Linha-tronco- km 81,959 (1958)"
"Dourado,SP(vejaafazenda)",09.05.1903,SANTACLARA,E.F.doDourado(1903-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Ramal de Douradokm 26,715 (1929)Ramal de Dourado (CP)- km 7,612"
"SantaCruzdoRioPardo,SP",06.04.1908,SANTACRUZDORIOPARDO,SorocabanaRailway(1908-1919)EstradadeFerroSorocabana(1919-1966),"Ramal de S.C.do R.Pardokm 486,970             (1924); km 474,664 (1931); km 426,731 (1960)"
"LuizAntonio,SP",15.11.1910,SANTAELIZA,Cia.MogianadeEstradasdeFerro(1910-1961),"Ramal de Jataíkm 15,431 (1938)"
"SantaErnestina,SP",02.04.1901,SANTAERNESTINA,E.F.Araraquara(1901-1971)FEPASA(1971-1998),"Linha-troncokm 59,296 (1960)"
"SãoCarlos,SP",20.09.1893,SANTAEUDÓXIA,Cia.PaulistadeEstradasdeFerro(1893-1962),"Ramal de Água Vermelha- km 62,976"
,01.01.1911,SANTAEULÁLIA,C.E.F.doDourado(1911-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Ramal de             Baririkm 72,540"
"SãoPaulo,SP",n/d,SANTAFÉ,E.F.Perus-Pirapora(n/d-1983),linha tronco km 9
"SantaFédoSul,SP",18.10.1952,SANTAFÉDOSUL,E.F.Araraquara(1952-1971)FEPASA(1971-1998),"Linha-troncokm 421,409 (1960)"
"Agudos,SP",1938?,SANTAFLORA,E.F.Sorocabana(1938?-c.1958),Ramal de Borebi km
"SantaGertrudes,SP",01.12.1887,SANTAGERTRUDES,Cia.PaulistadeEstradasdeFerro(1887-1971)FEPASA(1971-1998),"Linha-troncokm 125,992 (1958)"
"Bebedouro,SP",1916,SANTAIRENE(antigaAREIA),E.F.SãoPaulo-Goiaz(1916-1927)Cia.PaulistadeEstradasdeFerro(1927-1971)FEPASA(1971-1998),"Linha-tronco            km 389,483 (1958)"
"Quatá,SP",1923,SANTALINA,E.F.Sorocabana(1923-1971)FEPASA(1971-1998),"Linha-tronco originalkm 679,495 (1924);             km 666,699 (1931) (*); km 618,539 (1960) (**)"
"SantaLúcia,SP",01.04.1892,SANTALÚCIA,Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1998),"Linha-troncokm 271,045 (1958)"
"Caçapava,SP",n/d,SANTALUZIA,E.F.CentraldoBrasil(n/d-c.1930),Ramal de São Paulo km
"SãoManuel,SP",n/d,SANTAMARIADOPARAÍSO,E.F.Sorocabana(períodonãodefinido),Ramal de Bauru km
"SantaRitadoPassaQuatro,SP",01.08.1913,SANTAOLÍVIA,Cia.PaulistadeEstradasdeFerro(1913-1960),"Ramal de             Santa Ritakm 31,948"
"SantaRitadoPassaQuatro,SP",1891?,SANTARITA,E.F.SantaRita(1891)Cia.PaulistadeEstradasdeFerro(1891-1960),"Ramal de Santa Ritakm 27,028"
"Itapevi,SP",c.1975,SANTARITA,FEPASA(c.1975-1994)CPTM(1994-2010;2014-),Linha-troncokm
"SantaRosadeViterbo,SP",01.06.1910,SANTAROSA(antigaIBIQUARAeICATURAMA),Cia.MogianadeEstradasdeFerro(1910-1967),"Ramal de Cajurukm 15,200 (1938)"
"SantaSalete,SP",01.02.1957,SANTASALETE,E.F.Araraquara(1957-1971)FEPASA(1971-1998),"Linha-troncokm 391,112 (1960)"
"SantaCruzdasPalmeiras,SP",01.08.1892,SANTASILVÉRIA,Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1976),"Ramal de Santa Veridiana- km 23,865"
"SantaAdélia,SP",15.06.1909,SANTASOFIA,E.F.Araraquara(1909-1971)FEPASA(1971-1985),"Linha-tronco- km 126,760 (1933)"
"RibeirãoPreto,SP",15.11.1896,SANTATEREZA,Cia.MogianadeEstradasdeFerro(1896-1964),"Linha-tronco original km 306,863 (1938)"
"Paulínia,SP",18/09/1899,SANTATEREZINHA(antigaESTIVAeDESERTO),Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salleskm 15,000"
"Carapicuíba,SP","anos 
            1940",SANTATEREZINHA,E.F.Sorocabana(anos1940-1971)FEPASA(1971-1994)CPTM(1994-),Linha-troncokm 24
"SãoPaulo,SP",1917,SANTATEREZINHA(antigaCHORAMENINO),Cia.Cantareira(1917-1941)E.F.Sorocabana(1941-1964),"Linha-troncokm 5,243 (1960)"
"SantaCruzdasPalmeiras,SP(vejaafazenda)",20/02/1893,SANTAVERIDIANA,Cia.PaulistadeEstradasdeFerro(1893-1968),"Ramal de Santa Veridianakm 38,922"
"RioClaro,SP",n/d,SANTANA(POSTODOKM128),FEPASA(1980-1998),"Variante Santa Gertrudes-Itirapina            km 128,129 (1988)"
"SãoPaulo,SP","c. 
            1895",SANTANA,Cia.Cantareira(c.1910-1941)E.F.Sorocabana(1941-1964),"Linha-troncokm 3,800 (1960)"
"SantanadaPontePensa,SP",c.1964,SANTANADAPONTEPENSA,E.F.Araraquara(c.1964-1971)FEPASA(1971-1998),Linha-troncokm 403 (1986)
"SerraNegra,SP",28.03.1892,SANTOALEIXO,Cia.MogianadeEstradasdeFerro(1892-1956),"Ramal de Serra Negrakm 30,603"
"SãoPaulo,SP",,SANTOAMARO(ORIGINAL),E.F.Sorocabana(1957-1971)FEPASA(1971-c.1979),Ramal de             Jurubatuba km
"SãoPaulo,SP",26.01.1986,SANTOAMARO-NOVA(antigaLARGOTREZE),FEPASA(1986-1994)CPTM(1994-),"Ramal de Jurubatuba-km 18,207"
"SãoPaulo,SP",1886,SANTOAMARO(TRAMWAY),Cia.CarrisdeFerrodeSantoAmaro(1886-1900)LightandPower(1900-1947)CMTC(1947-1968),"Troncokm 18,5 (1890)"
"SantoAnastácio,SP",25.07.1920,SANTOANASTÁCIO,E.F.Sorocabana(1920-1971)FEPASA(1971-1998),"Linha-tronco originalkm 840,375             (1924); km 827,365 (1931) (*); km 779,432 (1960) (**)"
"SantoAndré,SP",16.02.1867,SANTOANDRÉ(antigaSÃOBERNARDO),SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1992)CPTM(1992-),"Linha-troncokm 53,109 (1935)"
"Boituva,SP",1899,SANTOANTONIO-VELHA,Cia.UniãoSorocabanaeYtuana(1899-1905)E.F.Sorocabana(1905-1928),"Linha-tronco original km 152,500 (1920)"
"RibeirãoBonito,SP",,SANTOIGNACIO,Cia.PaulistadeEstradasdeFerro(1912-1969),"Ramal de             Ribeirão Bonito km 29,238"
"Santos,SP",16.02.1867,SANTOS,SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1996),Linha-troncokm 0 (1935)
"SantaRosadeViterbo,SP",01.08.1898,SANTOSDUMONT(antigaGLÓRIA),Cia.MogianadeEstradasdeFerro(1898-1971),"Linha-tronco originalkm 231,825"
"SantaRosadeViterbo,SP",25.02.1971,SANTOSDUMONT-NOVA,Cia.MogianadeEstradasdeFerro(1971)FEPASA(1971-1998),"Variante Tambaú-Bento Quirino            km 217,210 (1986)"
,22.04.1906,"SÃOBARTOLOMEUMunicípiosdePiraju(1906-1944);Manduri,SP(1944-)",EstradadeFerroSorocabana(1906-1953),"Linha-tronco originalkm 431,062             (1924); km 418,534 (1934);"
"Manduri,SP",30.08.1953,SÃOBARTOLOMEU-NOVA,EstradadeFerroSorocabana(1953-1971)FEPASA(1971-1998),"Linha-troncokm 377,765 (1960)"
"Araras,SP",01.12.1885,SÃOBENTO,Cia.PaulistadeEstradasdeFerro(1885-1971)FEPASA(1971-1998),"Tronco original da Paulistakm 153,091;Ramal de Descalvadokm 153,091"
"MogidasCruzes,SP",19.08.1952,SÃOBENTO,E.F.CentraldoBrasil(1952-1975)RFFSA(1975-1996),Variante do Parateíkm
"SãoPaulo,SP",,SÃOBERNARDO(PARADA),E.F.Sorocabana(1960-1971)FEPASA(1971-1976),Ramal de             Jurubatuba km
"SãoCaetanodoSul,SP",01.05.1883,SÃOCAETANO(DOSUL),SãoPauloRailway(1883-1946)E.F.Santos-Jundiaí(1946-1994)CPTM(1994-),"Linha-troncokm 67,440 (1935)"
"SãoCarlos,SP(vejaacidade)",15.10.1884,SÃOCARLOS,Cia.Rio-Clarense(1884-1889)RioClaroRailway(1889-1892)Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1998),"Linha-troncokm 206,308 (1958)"
"CamposdoJordão,SP",1931,SÃOCRISTÓVÃO,E.F.CamposdoJordão(1931-),Linha-tronco- km 38 (2005)
"Americana,SP",22.11.1896,SÃOJERÔNIMO,Cia.PaulistadeEstradasdeFerro(1896-1971)FEPASA(1971-1998),"Linha-troncokm 87,634 (1958)"
"Cotia,SP(1875-?)MunicípiodeSãoRoque,SP(?-)",10.07.1875,SÃOJOÃO,E.F.Sorocabana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1928),"Linha-tronco originalkm 47,893"
"SãoJoãodaBoaVista,SP",01.10.1886,SÃOJOÃODABOAVISTA,Cia.MogianadeEstradasdeFerro(1886-1971)FEPASA(1971-1998),"Ramal de Caldaskm 29,412 (1937)"
"SãoRoque,SP",1928,SÃOJOÃONOVO,E.F.Sorocabana(1928-1971)FEPASA(1971-1998),"Linha-troncokm 48,350 (1931)"
"Tabatinga,SP",15.01.1909,SÃOJOÃODASTRÊSBARRAS,C.E.F.doDourado(1909-1911?),"Tronco             CEFD- km 117,423 (1909)"
"SãoJoaquimdaBarra,SP",15.03.1902,SÃOJOAQUIMDABARRA,Cia.MogianadeEstradasdeFerro(1901-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 75,482"
"SãoJoaquimdaBarra,SP",1979,SÃOJOAQUIMDABARRA-NOVA,FEPASA(1979-1998),"Variante Entroncamento-Amoroso Costakm 374,880 (1986)"
"SãoPaulo,SP",13.12.1885,SÃOJOAQUIM(TRAMWAY),Cia.CarrisdeFerrodeSantoAmaro(1885-1900)LightandPower(1900-1947),Tronco- km 0
"SãoJosédoBarreiro,SP",19.02.1892,SÃOJOSÉDOBARREIRO,E.F.Resende-Bocaina(1892-1928),"tronco            km 38,8"
"SãoJosédoRioPardo,SP",1887,SÃOJOSÉDORIOPARDO,Cia.RamalFérreodoRioPardo(1887-1888)Cia.MogianadeEstradasdeFerro(1888-1971)FEPASA(1971-1989),"Ramal de Mococakm 33,936"
"SãoJosédoRioPreto,SP",09.06.1912,SÃOJOSÉDORIOPRETO,E.F.Araraquara(1912-1971)FEPASA(1971-1998),"Linha-tronco- km 199,451 (1960)"
"SãoJosédosCampos,SP",19.09.1925,SÃOJOSÉDOSCAMPOS,E.F.CentraldoBrasil(1925-1975)RFFSA(1975-1998),"Ramal de São Paulokm             388,404 (1960)"
"SãoJosédosCampos,SP",01.08.1876,SÃOJOSÉDOSCAMPOS-VELHA,E.F.doNorte(1876-1890)E.F.CentraldoBrasil(1890-1925),Ramal de São Paulokm
"Pindamonhangaba,SP",1957,SÃOJUDASTADEU,E.F.CamposdoJordão(1957-),Linha-troncokm 12 (2005)
"Itápolis,SP",,SÃOLOURENÇO,C.E.F.doDourado(1915-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Ramal de             Itápolis km 9,683 (1929)"
"SãoManuel,SP",01.08.1888,SÃOMANUEL,Cia.Ytuana(1888-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Baurukm 342,309 (1924);             km 330,386 (1931); km 322,110 (1960) (*)"
"Descalvado,SP",n/d,SÃOMIGUEL,Cia.PaulistadeEstradasdeFerro(n/d-1960),"Ramal Descalvadense km 5,321"
"SãoPaulo,SP",07.02.1926,SÃOMIGUELPAULISTA(antigaSÃOMIGUELeBAQUIRIVU),E.F.CentraldoBrasil(1926-1975)RFFSA(1975-1994)CPTM(1994-),"Variante de Poákm 481,501"
"Pindamonhangaba,SP",1940,SÃOMIGUEL,E.F.CamposdoJordão(1940-),Linha-tronco km 10 (2005)
"SãoPaulo,SP",10.07.1875,18751904SÃOPAULO,E.F.Sorocabana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1979),Linha-troncokm 0 (1912)
"SãoPaulo,SP",1914,SÃOPAULO-NOVA,SorocabanaRailway(1914-1919)E.F.Sorocabana(1919-1930),Linha-troncokm 0 (1925)
"SãoPedro,SP",04.06.1893,SÃOPEDRO,Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1966),"Ramal de Piracicaba- km 295,538"
"SãoRoque,SP",1928,SÃOROQUE,E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Linha-troncokm 63,338 (1934)"
"SãoRoque,SP",10.07.1875,SÃOROQUE-VELHA,E.F.Sorocabana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1929),"Linha-tronco originalkm 64,998"
"SãoSebastiãodoParaizo,MG",15.05.1911,SÃOSEBASTIÃODOPARAÍSO,E.F.SãoPaulo-Minas(1911-1971)FEPASA(1971-c.1990),"Linha-tronco originalkm 136,612             (1960)"
"Jacareí,SP",22.01.1913,SÃOSILVESTRE,E.F.CentraldoBrasil(1913-1975)RFFSA(1975-1996),"Ramal de São Paulokm             421,361"
"SãoSimão,SP",16.08.1882,SÃOSIMÃO,Cia.MogianadeEstradasdeFerro(1882-1971),"Linha-tronco originalkm 255,063             (1938)"
"SãoSimão,SP",25.02.1971,SÃOSIMÃO-NOVA,Cia.MogianadeEstradasdeFerro(1971)FEPASA(1971-1998),"Variante Tambaú-Bento Quirinokm 234,541 (1986)"
"SãoSimão,SP",n/d,SÃOSIMÃO-VFSS,ViaçãoFerreadeSãoSimão(1882-1910),Tronco km 0
"SãoVicente,SP",22.12.1913,SÃOVICENTE,SouthernSãoPauloRailway(1913-1927)E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Mairinque-Santoskm 120,834 (1960)"
"Altinópolis,SP",1924,ANTONIOJUSTINO(antigaSAPÉ),E.F.SãoPaulo-Minas(1924-1971)FEPASA(1971-1998),"Linha-tronco originalkm 102,950             (1937)"
"ParaguassuPaulista,SP",23.03.1916,SAPEZAL(antigaCARAMURU),SorocabanaRailway(1916-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco originalkm 668,563             (1924); km 655,536 (1931) (*); km 607,603 (1960) (**)"
